Prefix,Gap Start,Gap End,Missing Count
EDC,EDC0046562,EDC0046564,3
EDC,EDC0046573,EDC0046573,1
EDC,EDC0046592,EDC0046592,1
EDC,EDC0046594,EDC0046594,1
EDC,EDC0046616,EDC0046618,3
EDC,EDC0046643,EDC0046643,1
EDC,EDC0046683,EDC0046683,1
EDC,EDC0046710,EDC0046712,3
EDC,EDC0046725,EDC0046725,1
EDC,EDC0046760,EDC0046760,1
EDC,EDC0046766,EDC0046767,2
EDC,EDC0046781,EDC0046782,2
EDC,EDC0046790,EDC0046790,1
EDC,EDC0046807,EDC0046808,2
EDC,EDC0046869,EDC0046869,1
EDC,EDC0046872,EDC0046872,1
EDC,EDC0046875,EDC0046875,1
EDC,EDC0046909,EDC0046909,1
EDC,EDC0046914,EDC0046915,2
EDC,EDC0047031,EDC0047032,2
EDC,EDC0047057,EDC0047058,2
EDC,EDC0047130,EDC0047131,2
EDC,EDC0047174,EDC0047174,1
EDC,EDC0047179,EDC0047179,1
EDC,EDC0047198,EDC0047198,1
EDC,EDC0047346,EDC0047346,1
EDC,EDC0047397,EDC0047399,3
EDC,EDC0047409,EDC0047410,2
EDC,EDC0047449,EDC0047450,2
EDC,EDC0047478,EDC0047479,2
EDC,EDC0047490,EDC0047491,2
EDC,EDC0047493,EDC0047494,2
EDC,EDC0047503,EDC0047503,1
EDC,EDC0047525,EDC0047525,1
EDC,EDC0047540,EDC0047540,1
EDC,EDC0047668,EDC0047668,1
EDC,EDC0047670,EDC0047670,1
EDC,EDC0047673,EDC0047673,1
EDC,EDC0047675,EDC0047675,1
EDC,EDC0047677,EDC0047677,1
EDC,EDC0047680,EDC0047680,1
EDC,EDC0047683,EDC0047683,1
EDC,EDC0047687,EDC0047687,1
EDC,EDC0047691,EDC0047691,1
EDC,EDC0047720,EDC0047720,1
EDC,EDC0047722,EDC0047722,1
EDC,EDC0047753,EDC0047753,1
EDC,EDC0047772,EDC0047772,1
EDC,EDC0047804,EDC0047804,1
EDC,EDC0047880,EDC0047881,2
EDC,EDC0047883,EDC0047883,1
EDC,EDC0047940,EDC0047940,1
EDC,EDC0047975,EDC0047975,1
EDC,EDC0047978,EDC0047978,1
EDC,EDC0047981,EDC0047981,1
EDC,EDC0048004,EDC0048009,6
EDC,EDC0048014,EDC0048015,2
EDC,EDC0048017,EDC0048020,4
EDC,EDC0048151,EDC0048151,1
EDC,EDC0048164,EDC0048164,1
EDC,EDC0048182,EDC0048183,2
EDC,EDC0048194,EDC0048195,2
EDC,EDC0048293,EDC0048294,2
EDC,EDC0048312,EDC0048312,1
EDC,EDC0048340,EDC0048341,2
EDC,EDC0048365,EDC0048367,3
EDC,EDC0048494,EDC0048495,2
EDC,EDC0048506,EDC0048506,1
EDC,EDC0048513,EDC0048514,2
EDC,EDC0048552,EDC0048552,1
EDC,EDC0048575,EDC0048575,1
EDC,EDC0048612,EDC0048614,3
EDC,EDC0048688,EDC0048688,1
EDC,EDC0048707,EDC0048708,2
EDC,EDC0048714,EDC0048714,1
EDC,EDC0048716,EDC0048716,1
EDC,EDC0048718,EDC0048718,1
EDC,EDC0048774,EDC0048775,2
EDC,EDC0048803,EDC0048803,1
EDC,EDC0048810,EDC0048810,1
EDC,EDC0048815,EDC0048815,1
EDC,EDC0048834,EDC0048835,2
EDC,EDC0048840,EDC0048840,1
EDC,EDC0048842,EDC0048842,1
EDC,EDC0048855,EDC0048855,1
EDC,EDC0048859,EDC0048859,1
EDC,EDC0048978,EDC0048979,2
EDC,EDC0048992,EDC0048993,2
EDC,EDC0049007,EDC0049009,3
EDC,EDC0049060,EDC0049060,1
EDC,EDC0049090,EDC0049090,1
EDC,EDC0049109,EDC0049112,4
EDC,EDC0049151,EDC0049152,2
EDC,EDC0049165,EDC0049166,2
EDC,EDC0049184,EDC0049185,2
EDC,EDC0049193,EDC0049195,3
EDC,EDC0049199,EDC0049200,2
EDC,EDC0049222,EDC0049223,2
EDC,EDC0049229,EDC0049230,2
EDC,EDC0049241,EDC0049242,2
EDC,EDC0049247,EDC0049248,2
EDC,EDC0049284,EDC0049285,2
EDC,EDC0049298,EDC0049298,1
EDC,EDC0049310,EDC0049310,1
EDC,EDC0049324,EDC0049325,2
EDC,EDC0049416,EDC0049419,4
EDC,EDC0049422,EDC0049423,2
EDC,EDC0049433,EDC0049433,1
EDC,EDC0049454,EDC0049454,1
EDC,EDC0049456,EDC0049456,1
EDC,EDC0049582,EDC0049582,1
EDC,EDC0049653,EDC0049654,2
EDC,EDC0049661,EDC0049661,1
EDC,EDC0049664,EDC0049665,2
EDC,EDC0049730,EDC0049731,2
EDC,EDC0049733,EDC0049734,2
EDC,EDC0049736,EDC0049737,2
EDC,EDC0049756,EDC0049756,1
EDC,EDC0049758,EDC0049759,2
EDC,EDC0049776,EDC0049777,2
EDC,EDC0049801,EDC0049802,2
EDC,EDC0049822,EDC0049822,1
EDC,EDC0049825,EDC0049825,1
EDC,EDC0049844,EDC0049844,1
EDC,EDC0049848,EDC0049848,1
EDC,EDC0049868,EDC0049868,1
EDC,EDC0049871,EDC0049871,1
EDC,EDC0049900,EDC0049901,2
EDC,EDC0049909,EDC0049909,1
EDC,EDC0049939,EDC0049940,2
EDC,EDC0049942,EDC0049942,1
EDC,EDC0049944,EDC0049944,1
EDC,EDC0049964,EDC0049965,2
EDC,EDC0049971,EDC0049971,1
EDC,EDC0049973,EDC0049974,2
EDC,EDC0049978,EDC0049978,1
EDC,EDC0050008,EDC0050009,2
EDC,EDC0050031,EDC0050032,2
EDC,EDC0050059,EDC0050059,1
EDC,EDC0050062,EDC0050063,2
EDC,EDC0050089,EDC0050089,1
EDC,EDC0050091,EDC0050092,2
EDC,EDC0050099,EDC0050102,4
EDC,EDC0050115,EDC0050115,1
EDC,EDC0050155,EDC0050156,2
EDC,EDC0050158,EDC0050159,2
EDC,EDC0050181,EDC0050181,1
EDC,EDC0050189,EDC0050190,2
EDC,EDC0050192,EDC0050192,1
EDC,EDC0050201,EDC0050202,2
EDC,EDC0050218,EDC0050218,1
EDC,EDC0050221,EDC0050221,1
EDC,EDC0050226,EDC0050227,2
EDC,EDC0050232,EDC0050232,1
EDC,EDC0050258,EDC0050258,1
EDC,EDC0050316,EDC0050317,2
EDC,EDC0050342,EDC0050342,1
EDC,EDC0050344,EDC0050344,1
EDC,EDC0050346,EDC0050346,1
EDC,EDC0050428,EDC0050429,2
EDC,EDC0050431,EDC0050432,2
EDC,EDC0050434,EDC0050435,2
EDC,EDC0050439,EDC0050439,1
EDC,EDC0050444,EDC0050445,2
EDC,EDC0050458,EDC0050458,1
EDC,EDC0050463,EDC0050463,1
EDC,EDC0050467,EDC0050467,1
EDC,EDC0050535,EDC0050536,2
EDC,EDC0050544,EDC0050545,2
EDC,EDC0050548,EDC0050550,3
EDC,EDC0050552,EDC0050553,2
EDC,EDC0050563,EDC0050563,1
EDC,EDC0050572,EDC0050573,2
EDC,EDC0050587,EDC0050591,5
EDC,EDC0050593,EDC0050597,5
EDC,EDC0050599,EDC0050603,5
EDC,EDC0050608,EDC0050609,2
EDC,EDC0050613,EDC0050614,2
EDC,EDC0050639,EDC0050639,1
EDC,EDC0050662,EDC0050663,2
EDC,EDC0050690,EDC0050690,1
EDC,EDC0050696,EDC0050696,1
EDC,EDC0050705,EDC0050705,1
EDC,EDC0050712,EDC0050713,2
EDC,EDC0050722,EDC0050723,2
EDC,EDC0050725,EDC0050726,2
EDC,EDC0050733,EDC0050733,1
EDC,EDC0050744,EDC0050747,4
EDC,EDC0050757,EDC0050758,2
EDC,EDC0050760,EDC0050761,2
EDC,EDC0050763,EDC0050768,6
EDC,EDC0050773,EDC0050774,2
EDC,EDC0050780,EDC0050780,1
EDC,EDC0050792,EDC0050793,2
EDC,EDC0050795,EDC0050796,2
EDC,EDC0050798,EDC0050799,2
EDC,EDC0050801,EDC0050802,2
EDC,EDC0050808,EDC0050811,4
EDC,EDC0050813,EDC0050815,3
EDC,EDC0050817,EDC0050817,1
EDC,EDC0050819,EDC0050820,2
EDC,EDC0050822,EDC0050823,2
EDC,EDC0050825,EDC0050825,1
EDC,EDC0050827,EDC0050828,2
EDC,EDC0050833,EDC0050834,2
EDC,EDC0050838,EDC0050840,3
EDC,EDC0050842,EDC0050842,1
EDC,EDC0050844,EDC0050848,5
EDC,EDC0050850,EDC0050854,5
EDC,EDC0050856,EDC0050859,4
EDC,EDC0050861,EDC0050861,1
EDC,EDC0050865,EDC0050866,2
EDC,EDC0050868,EDC0050872,5
EDC,EDC0050874,EDC0050875,2
EDC,EDC0050880,EDC0050880,1
EDC,EDC0050882,EDC0050882,1
EDC,EDC0050885,EDC0050886,2
EDC,EDC0050911,EDC0050911,1
EDC,EDC0050913,EDC0050913,1
EDC,EDC0050946,EDC0050947,2
EDC,EDC0050951,EDC0050952,2
EDC,EDC0050967,EDC0050967,1
EDC,EDC0050969,EDC0050969,1
EDC,EDC0050977,EDC0050979,3
EDC,EDC0051000,EDC0051000,1
EDC,EDC0051022,EDC0051023,2
EDC,EDC0051026,EDC0051026,1
EDC,EDC0051038,EDC0051039,2
EDC,EDC0051050,EDC0051051,2
EDC,EDC0051060,EDC0051061,2
EDC,EDC0051086,EDC0051086,1
EDC,EDC0051134,EDC0051134,1
EDC,EDC0051138,EDC0051138,1
EDC,EDC0051154,EDC0051154,1
EDC,EDC0051167,EDC0051167,1
EDC,EDC0051194,EDC0051194,1
EDC,EDC0051225,EDC0051225,1
EDC,EDC0051227,EDC0051233,7
EDC,EDC0051244,EDC0051244,1
EDC,EDC0051282,EDC0051282,1
EDC,EDC0051284,EDC0051284,1
EDC,EDC0051337,EDC0051337,1
EDC,EDC0051340,EDC0051340,1
EDC,EDC0051347,EDC0051347,1
EDC,EDC0051484,EDC0051486,3
EDC,EDC0051501,EDC0051501,1
EDC,EDC0051506,EDC0051507,2
EDC,EDC0051516,EDC0051519,4
EDC,EDC0051527,EDC0051527,1
EDC,EDC0051597,EDC0051597,1
EDC,EDC0051656,EDC0051656,1
EDC,EDC0051680,EDC0051680,1
EDC,EDC0051695,EDC0051696,2
EDC,EDC0051699,EDC0051702,4
EDC,EDC0051720,EDC0051720,1
EDC,EDC0051724,EDC0051724,1
EDC,EDC0051731,EDC0051731,1
EDC,EDC0051789,EDC0051790,2
EDC,EDC0051792,EDC0051792,1
EDC,EDC0051799,EDC0051799,1
EDC,EDC0051817,EDC0051818,2
EDC,EDC0051821,EDC0051821,1
EDC,EDC0051824,EDC0051825,2
EDC,EDC0051830,EDC0051830,1
EDC,EDC0051849,EDC0051852,4
EDC,EDC0051858,EDC0051858,1
EDC,EDC0051861,EDC0051861,1
EDC,EDC0051870,EDC0051870,1
EDC,EDC0051892,EDC0051892,1
EDC,EDC0051896,EDC0051896,1
EDC,EDC0051948,EDC0051948,1
EDC,EDC0051955,EDC0051955,1
EDC,EDC0051967,EDC0051969,3
EDC,EDC0051988,EDC0051988,1
EDC,EDC0051997,EDC0051997,1
EDC,EDC0052004,EDC0052005,2
EDC,EDC0052019,EDC0052019,1
EDC,EDC0052022,EDC0052026,5
EDC,EDC0052044,EDC0052044,1
EDC,EDC0052056,EDC0052056,1
EDC,EDC0052104,EDC0052105,2
EDC,EDC0052107,EDC0052110,4
EDC,EDC0052112,EDC0052112,1
EDC,EDC0052115,EDC0052115,1
EDC,EDC0052122,EDC0052127,6
EDC,EDC0052135,EDC0052137,3
EDC,EDC0052145,EDC0052146,2
EDC,EDC0052153,EDC0052154,2
EDC,EDC0052175,EDC0052175,1
EDC,EDC0052192,EDC0052193,2
EDC,EDC0052197,EDC0052199,3
EDC,EDC0052210,EDC0052212,3
EDC,EDC0052215,EDC0052216,2
EDC,EDC0052244,EDC0052245,2
EDC,EDC0052259,EDC0052259,1
EDC,EDC0052263,EDC0052265,3
EDC,EDC0052280,EDC0052280,1
EDC,EDC0052319,EDC0052319,1
EDC,EDC0052332,EDC0052333,2
EDC,EDC0052335,EDC0052336,2
EDC,EDC0052348,EDC0052349,2
EDC,EDC0052363,EDC0052363,1
EDC,EDC0052377,EDC0052377,1
EDC,EDC0052380,EDC0052380,1
EDC,EDC0052383,EDC0052383,1
EDC,EDC0052418,EDC0052418,1
EDC,EDC0052458,EDC0052458,1
EDC,EDC0052490,EDC0052491,2
EDC,EDC0052499,EDC0052499,1
EDC,EDC0052513,EDC0052513,1
EDC,EDC0052556,EDC0052556,1
EDC,EDC0052594,EDC0052594,1
EDC,EDC0052635,EDC0052636,2
EDC,EDC0052648,EDC0052649,2
EDC,EDC0052666,EDC0052666,1
EDC,EDC0052668,EDC0052668,1
EDC,EDC0052744,EDC0052744,1
EDC,EDC0052753,EDC0052753,1
EDC,EDC0052758,EDC0052759,2
EDC,EDC0052781,EDC0052782,2
EDC,EDC0052801,EDC0052801,1
EDC,EDC0052803,EDC0052805,3
EDC,EDC0052822,EDC0052823,2
EDC,EDC0052876,EDC0052876,1
EDC,EDC0052878,EDC0052878,1
EDC,EDC0052892,EDC0052892,1
EDC,EDC0052894,EDC0052895,2
EDC,EDC0052913,EDC0052914,2
EDC,EDC0052926,EDC0052927,2
EDC,EDC0052930,EDC0052930,1
EDC,EDC0052949,EDC0052949,1
EDC,EDC0052952,EDC0052952,1
EDC,EDC0052964,EDC0052965,2
EDC,EDC0053041,EDC0053041,1
EDC,EDC0053046,EDC0053048,3
EDC,EDC0053051,EDC0053051,1
EDC,EDC0053053,EDC0053053,1
EDC,EDC0053055,EDC0053055,1
EDC,EDC0053060,EDC0053061,2
EDC,EDC0053082,EDC0053083,2
EDC,EDC0053086,EDC0053087,2
EDC,EDC0053089,EDC0053089,1
EDC,EDC0053092,EDC0053092,1
EDC,EDC0053094,EDC0053095,2
EDC,EDC0053098,EDC0053098,1
EDC,EDC0053150,EDC0053150,1
EDC,EDC0053169,EDC0053169,1
EDC,EDC0053198,EDC0053200,3
EDC,EDC0053205,EDC0053207,3
EDC,EDC0053229,EDC0053229,1
EDC,EDC0053237,EDC0053237,1
EDC,EDC0053239,EDC0053239,1
EDC,EDC0053273,EDC0053273,1
EDC,EDC0053291,EDC0053291,1
EDC,EDC0053296,EDC0053297,2
EDC,EDC0053306,EDC0053309,4
EDC,EDC0053317,EDC0053317,1
EDC,EDC0053320,EDC0053320,1
EDC,EDC0053324,EDC0053324,1
EDC,EDC0053331,EDC0053332,2
EDC,EDC0053334,EDC0053335,2
EDC,EDC0053369,EDC0053369,1
EDC,EDC0053384,EDC0053384,1
EDC,EDC0053390,EDC0053390,1
EDC,EDC0053406,EDC0053406,1
EDC,EDC0053410,EDC0053411,2
EDC,EDC0053423,EDC0053423,1
EDC,EDC0053425,EDC0053425,1
EDC,EDC0053451,EDC0053452,2
EDC,EDC0053458,EDC0053458,1
EDC,EDC0053461,EDC0053461,1
EDC,EDC0053487,EDC0053487,1
EDC,EDC0053542,EDC0053543,2
EDC,EDC0053591,EDC0053591,1
EDC,EDC0053593,EDC0053594,2
EDC,EDC0053597,EDC0053597,1
EDC,EDC0053675,EDC0053676,2
EDC,EDC0053679,EDC0053680,2
EDC,EDC0053683,EDC0053683,1
EDC,EDC0053685,EDC0053686,2
EDC,EDC0053698,EDC0053699,2
EDC,EDC0053704,EDC0053707,4
EDC,EDC0053714,EDC0053717,4
EDC,EDC0053729,EDC0053729,1
EDC,EDC0053748,EDC0053748,1
EDC,EDC0053750,EDC0053750,1
EDC,EDC0053752,EDC0053752,1
EDC,EDC0053798,EDC0053798,1
EDC,EDC0053802,EDC0053803,2
EDC,EDC0053824,EDC0053825,2
EDC,EDC0053873,EDC0053877,5
EDC,EDC0053898,EDC0053898,1
EDC,EDC0053917,EDC0053918,2
EDC,EDC0053969,EDC0053970,2
EDC,EDC0053977,EDC0053977,1
EDC,EDC0053979,EDC0053979,1
EDC,EDC0053986,EDC0053989,4
EDC,EDC0054043,EDC0054045,3
EDC,EDC0054066,EDC0054069,4
EDC,EDC0054163,EDC0054164,2
EDC,EDC0054228,EDC0054228,1
EDC,EDC0054253,EDC0054253,1
EDC,EDC0054255,EDC0054255,1
EDC,EDC0054257,EDC0054257,1
EDC,EDC0054264,EDC0054264,1
EDC,EDC0054315,EDC0054316,2
EDC,EDC0054327,EDC0054328,2
EDC,EDC0054341,EDC0054342,2
EDC,EDC0054344,EDC0054344,1
EDC,EDC0054396,EDC0054397,2
EDC,EDC0054466,EDC0054466,1
EDC,EDC0054468,EDC0054468,1
EDC,EDC0054470,EDC0054470,1
EDC,EDC0054482,EDC0054482,1
EDC,EDC0054552,EDC0054553,2
EDC,EDC0054591,EDC0054592,2
EDC,EDC0054617,EDC0054617,1
EDC,EDC0054640,EDC0054641,2
EDC,EDC0054645,EDC0054646,2
EDC,EDC0054671,EDC0054672,2
EDC,EDC0054686,EDC0054687,2
EDC,EDC0054706,EDC0054706,1
EDC,EDC0054724,EDC0054724,1
EDC,EDC0054743,EDC0054751,9
EDC,EDC0054753,EDC0054753,1
EDC,EDC0054764,EDC0054764,1
EDC,EDC0054775,EDC0054775,1
EDC,EDC0054789,EDC0054791,3
EDC,EDC0054899,EDC0054899,1
EDC,EDC0054936,EDC0054936,1
EDC,EDC0054943,EDC0054943,1
EDC,EDC0054953,EDC0054953,1
EDC,EDC0054969,EDC0054971,3
EDC,EDC0054977,EDC0054977,1
EDC,EDC0054986,EDC0054987,2
EDC,EDC0054996,EDC0054996,1
EDC,EDC0055039,EDC0055039,1
EDC,EDC0055041,EDC0055042,2
EDC,EDC0055148,EDC0055148,1
EDC,EDC0055150,EDC0055150,1
EDC,EDC0055152,EDC0055152,1
EDC,EDC0055186,EDC0055189,4
EDC,EDC0055194,EDC0055194,1
EDC,EDC0055208,EDC0055208,1
EDC,EDC0055210,EDC0055210,1
EDC,EDC0055234,EDC0055234,1
EDC,EDC0055288,EDC0055288,1
EDC,EDC0055290,EDC0055291,2
EDC,EDC0055293,EDC0055294,2
EDC,EDC0055318,EDC0055319,2
EDC,EDC0055383,EDC0055383,1
EDC,EDC0055388,EDC0055389,2
EDC,EDC0055420,EDC0055420,1
EDC,EDC0055441,EDC0055441,1
EDC,EDC0055445,EDC0055446,2
EDC,EDC0055448,EDC0055448,1
EDC,EDC0055457,EDC0055457,1
EDC,EDC0055461,EDC0055461,1
EDC,EDC0055527,EDC0055527,1
EDC,EDC0055562,EDC0055563,2
EDC,EDC0055570,EDC0055571,2
EDC,EDC0055577,EDC0055577,1
EDC,EDC0055581,EDC0055582,2
EDC,EDC0055612,EDC0055612,1
EDC,EDC0055615,EDC0055615,1
EDC,EDC0055619,EDC0055619,1
EDC,EDC0055635,EDC0055635,1
EDC,EDC0055649,EDC0055649,1
EDC,EDC0055675,EDC0055675,1
EDC,EDC0055717,EDC0055717,1
EDC,EDC0055726,EDC0055727,2
EDC,EDC0055730,EDC0055730,1
EDC,EDC0055754,EDC0055754,1
EDC,EDC0055756,EDC0055757,2
EDC,EDC0055759,EDC0055760,2
EDC,EDC0055800,EDC0055800,1
EDC,EDC0055838,EDC0055839,2
EDC,EDC0055864,EDC0055866,3
EDC,EDC0055911,EDC0055911,1
EDC,EDC0055915,EDC0055915,1
EDC,EDC0055921,EDC0055921,1
EDC,EDC0055923,EDC0055923,1
EDC,EDC0055927,EDC0055928,2
EDC,EDC0055932,EDC0055932,1
EDC,EDC0055940,EDC0055940,1
EDC,EDC0055942,EDC0055942,1
EDC,EDC0055944,EDC0055946,3
EDC,EDC0055999,EDC0055999,1
EDC,EDC0056001,EDC0056001,1
EDC,EDC0056054,EDC0056054,1
EDC,EDC0056078,EDC0056078,1
EDC,EDC0056099,EDC0056099,1
EDC,EDC0056113,EDC0056113,1
EDC,EDC0056124,EDC0056128,5
EDC,EDC0056135,EDC0056135,1
EDC,EDC0056142,EDC0056143,2
EDC,EDC0056178,EDC0056178,1
EDC,EDC0056236,EDC0056236,1
EDC,EDC0056255,EDC0056255,1
EDC,EDC0056283,EDC0056283,1
EDC,EDC0056327,EDC0056331,5
EDC,EDC0056334,EDC0056338,5
EDC,EDC0056368,EDC0056368,1
EDC,EDC0056411,EDC0056412,2
EDC,EDC0056414,EDC0056414,1
EDC,EDC0056417,EDC0056417,1
EDC,EDC0056443,EDC0056443,1
EDC,EDC0056454,EDC0056454,1
EDC,EDC0056465,EDC0056466,2
EDC,EDC0056529,EDC0056530,2
EDC,EDC0056568,EDC0056569,2
EDC,EDC0056572,EDC0056573,2
EDC,EDC0056595,EDC0056596,2
EDC,EDC0056601,EDC0056603,3
EDC,EDC0056607,EDC0056608,2
EDC,EDC0056637,EDC0056637,1
EDC,EDC0056652,EDC0056652,1
EDC,EDC0056666,EDC0056667,2
EDC,EDC0056669,EDC0056670,2
EDC,EDC0056685,EDC0056695,11
EDC,EDC0056702,EDC0056702,1
EDC,EDC0056718,EDC0056718,1
EDC,EDC0056738,EDC0056738,1
EDC,EDC0056772,EDC0056776,5
EDC,EDC0056782,EDC0056783,2
EDC,EDC0056813,EDC0056813,1
EDC,EDC0056824,EDC0056825,2
EDC,EDC0056845,EDC0056845,1
EDC,EDC0056854,EDC0056854,1
EDC,EDC0056856,EDC0056856,1
EDC,EDC0056882,EDC0056882,1
EDC,EDC0056884,EDC0056884,1
EDC,EDC0056895,EDC0056896,2
EDC,EDC0056903,EDC0056903,1
EDC,EDC0056916,EDC0056917,2
EDC,EDC0056919,EDC0056919,1
EDC,EDC0056921,EDC0056921,1
EDC,EDC0056956,EDC0056956,1
EDC,EDC0056980,EDC0056984,5
EDC,EDC0056999,EDC0056999,1
EDC,EDC0057006,EDC0057006,1
EDC,EDC0057008,EDC0057008,1
EDC,EDC0057012,EDC0057013,2
EDC,EDC0057017,EDC0057018,2
EDC,EDC0057021,EDC0057022,2
EDC,EDC0057038,EDC0057038,1
EDC,EDC0057045,EDC0057045,1
EDC,EDC0057054,EDC0057054,1
EDC,EDC0057060,EDC0057060,1
EDC,EDC0057138,EDC0057138,1
EDC,EDC0057190,EDC0057190,1
EDC,EDC0057192,EDC0057196,5
EDC,EDC0057198,EDC0057198,1
EDC,EDC0057200,EDC0057204,5
EDC,EDC0057206,EDC0057206,1
EDC,EDC0057208,EDC0057212,5
EDC,EDC0057224,EDC0057224,1
EDC,EDC0057229,EDC0057233,5
EDC,EDC0057235,EDC0057239,5
EDC,EDC0057282,EDC0057283,2
EDC,EDC0057285,EDC0057287,3
EDC,EDC0057289,EDC0057290,2
EDC,EDC0057324,EDC0057324,1
EDC,EDC0057326,EDC0057328,3
EDC,EDC0057372,EDC0057375,4
EDC,EDC0057408,EDC0057408,1
EDC,EDC0057417,EDC0057417,1
EDC,EDC0057458,EDC0057458,1
EDC,EDC0057480,EDC0057481,2
EDC,EDC0057485,EDC0057485,1
EDC,EDC0057507,EDC0057507,1
EDC,EDC0057512,EDC0057513,2
EDC,EDC0057515,EDC0057515,1
EDC,EDC0057531,EDC0057531,1
EDC,EDC0057542,EDC0057542,1
EDC,EDC0057555,EDC0057556,2
EDC,EDC0057566,EDC0057567,2
EDC,EDC0057609,EDC0057609,1
EDC,EDC0057611,EDC0057611,1
EDC,EDC0057613,EDC0057613,1
EDC,EDC0057726,EDC0057726,1
EDC,EDC0057729,EDC0057730,2
EDC,EDC0057736,EDC0057737,2
EDC,EDC0057741,EDC0057742,2
EDC,EDC0057760,EDC0057761,2
EDC,EDC0057802,EDC0057805,4
EDC,EDC0057807,EDC0057808,2
EDC,EDC0057911,EDC0057911,1
EDC,EDC0057922,EDC0057925,4
EDC,EDC0057931,EDC0057932,2
EDC,EDC0057941,EDC0057942,2
EDC,EDC0057970,EDC0057970,1
EDC,EDC0057972,EDC0057972,1
EDC,EDC0057981,EDC0057982,2
EDC,EDC0057989,EDC0057990,2
EDC,EDC0058029,EDC0058029,1
EDC,EDC0058031,EDC0058031,1
EDC,EDC0058055,EDC0058055,1
EDC,EDC0058072,EDC0058073,2
EDC,EDC0058139,EDC0058143,5
EDC,EDC0058157,EDC0058157,1
EDC,EDC0058159,EDC0058159,1
EDC,EDC0058170,EDC0058173,4
EDC,EDC0058182,EDC0058182,1
EDC,EDC0058198,EDC0058201,4
EDC,EDC0058210,EDC0058212,3
EDC,EDC0058275,EDC0058275,1
EDC,EDC0058302,EDC0058303,2
EDC,EDC0058321,EDC0058322,2
EDC,EDC0058339,EDC0058340,2
EDC,EDC0058364,EDC0058365,2
EDC,EDC0058470,EDC0058471,2
EDC,EDC0058487,EDC0058487,1
EDC,EDC0058493,EDC0058493,1
EDC,EDC0058496,EDC0058496,1
EDC,EDC0058499,EDC0058501,3
EDC,EDC0058504,EDC0058506,3
EDC,EDC0058508,EDC0058512,5
EDC,EDC0058580,EDC0058580,1
EDC,EDC0058615,EDC0058615,1
EDC,EDC0058685,EDC0058685,1
EDC,EDC0058694,EDC0058697,4
EDC,EDC0058742,EDC0058742,1
EDC,EDC0058774,EDC0058775,2
EDC,EDC0058788,EDC0058789,2
EDC,EDC0058803,EDC0058804,2
EDC,EDC0058807,EDC0058809,3
EDC,EDC0058818,EDC0058818,1
EDC,EDC0058821,EDC0058830,10
EDC,EDC0058837,EDC0058837,1
EDC,EDC0058843,EDC0058843,1
EDC,EDC0058845,EDC0058846,2
EDC,EDC0058851,EDC0058851,1
EDC,EDC0058853,EDC0058853,1
EDC,EDC0058870,EDC0058871,2
EDC,EDC0058891,EDC0058891,1
EDC,EDC0058896,EDC0058896,1
EDC,EDC0058933,EDC0058934,2
EDC,EDC0058943,EDC0058944,2
EDC,EDC0059077,EDC0059078,2
EDC,EDC0059085,EDC0059085,1
EDC,EDC0059106,EDC0059106,1
EDC,EDC0059120,EDC0059120,1
EDC,EDC0059122,EDC0059122,1
EDC,EDC0059125,EDC0059125,1
EDC,EDC0059127,EDC0059127,1
EDC,EDC0059134,EDC0059140,7
EDC,EDC0059257,EDC0059257,1
EDC,EDC0059284,EDC0059284,1
EDC,EDC0059286,EDC0059286,1
EDC,EDC0059295,EDC0059295,1
EDC,EDC0059297,EDC0059297,1
EDC,EDC0059353,EDC0059355,3
EDC,EDC0059357,EDC0059357,1
EDC,EDC0059391,EDC0059391,1
EDC,EDC0059410,EDC0059410,1
EDC,EDC0059412,EDC0059412,1
EDC,EDC0059426,EDC0059426,1
EDC,EDC0059428,EDC0059430,3
EDC,EDC0059477,EDC0059479,3
EDC,EDC0059485,EDC0059486,2
EDC,EDC0059499,EDC0059499,1
EDC,EDC0059503,EDC0059503,1
EDC,EDC0059506,EDC0059506,1
EDC,EDC0059508,EDC0059508,1
EDC,EDC0059557,EDC0059557,1
EDC,EDC0059559,EDC0059559,1
EDC,EDC0059565,EDC0059565,1
EDC,EDC0059567,EDC0059567,1
EDC,EDC0059577,EDC0059577,1
EDC,EDC0059579,EDC0059579,1
EDC,EDC0059582,EDC0059582,1
EDC,EDC0059585,EDC0059585,1
EDC,EDC0059591,EDC0059594,4
EDC,EDC0059604,EDC0059607,4
EDC,EDC0059631,EDC0059632,2
EDC,EDC0059689,EDC0059690,2
EDC,EDC0059704,EDC0059704,1
EDC,EDC0059706,EDC0059706,1
EDC,EDC0059749,EDC0059752,4
EDC,EDC0059868,EDC0059868,1
EDC,EDC0059874,EDC0059874,1
EDC,EDC0059966,EDC0059969,4
EDC,EDC0060016,EDC0060016,1
EDC,EDC0060018,EDC0060018,1
EDC,EDC0060024,EDC0060027,4
EDC,EDC0060046,EDC0060047,2
EDC,EDC0060050,EDC0060051,2
EDC,EDC0060054,EDC0060054,1
EDC,EDC0060187,EDC0060187,1
EDC,EDC0060189,EDC0060189,1
EDC,EDC0060284,EDC0060287,4
EDC,EDC0060385,EDC0060385,1
EDC,EDC0060391,EDC0060391,1
EDC,EDC0060475,EDC0060475,1
EDC,EDC0060477,EDC0060477,1
EDC,EDC0060479,EDC0060479,1
EDC,EDC0060506,EDC0060506,1
